month,return
2007-10,0.001743
2007-11,0.025630
2007-12,-0.004629
2008-01,-0.009029
2008-02,-0.035184
2008-03,-0.019494
2008-04,-0.002250
2008-05,-0.053012
2008-06,0.000000
2008-07,0.000000
2008-08,0.000000
2008-09,0.000000
2008-10,0.000000
2008-11,0.000000
2008-12,0.000000
2009-01,0.000000
2009-02,0.000000
2009-03,0.000000
