stock_code,stock_name,entry_date,entry_price,exit_date,exit_price,quantity,pnl,pnl_pct,exit_reason,holding_days
JPM,JPMorgan Chase,2021-03-31,134.05775451660156,2021-04-05,136.07862854003906,145,293.0,0.0151,ES4 데드크로스,2
ABBV,AbbVie,2021-03-31,89.37444305419922,2021-04-08,87.6236343383789,218,-382.0,-0.0196,ES4 데드크로스,5
JNJ,Johnson & Johnson,2021-03-15,139.30592346191406,2021-04-13,138.48960876464844,17,-14.0,-0.0059,ES4 데드크로스,20
NVDA,NVIDIA,2021-03-31,13.315411567687988,2021-04-15,16.097553253173828,212,590.0,0.2089,ES2 익절 +20%,10
LLY,Eli Lilly,2021-04-16,180.0437469482422,2021-04-27,173.34619140625,30,-201.0,-0.0372,ES1 손절 -3%,7
AAPL,Apple,2021-04-05,122.62604522705078,2021-05-04,124.52532196044922,157,298.0,0.0155,ES4 데드크로스,21
MA,Mastercard,2021-04-08,367.5440979003906,2021-05-05,359.1762390136719,51,-427.0,-0.0228,ES4 데드크로스,19
MSFT,Microsoft,2021-03-23,227.97216796875,2021-05-06,239.6308135986328,85,991.0,0.0511,ES3 트레일링스탑,31
HD,Home Depot,2021-05-07,302.2306213378906,2021-05-12,282.4085693359375,60,-1189.0,-0.0656,ES1 손절 -3%,3
WMT,Walmart,2021-03-16,41.54226303100586,2021-05-13,43.402259826660156,478,889.0,0.0448,ES5 보유기간 초과,41
COST,Costco,2021-03-22,317.11102294921875,2021-05-19,360.7052001953125,61,2659.0,0.1375,ES5 보유기간 초과,41
XOM,Exxon Mobil,2021-04-28,47.98064041137695,2021-05-25,48.80527114868164,109,90.0,0.0172,ES4 데드크로스,19
PG,Procter & Gamble,2021-05-07,119.8931884765625,2021-06-01,117.87943267822266,168,-338.0,-0.0168,ES4 데드크로스,16
JNJ,Johnson & Johnson,2021-04-20,144.56832885742188,2021-06-02,145.22560119628906,1,1.0,0.0045,ES4 데드크로스,30
AMZN,Amazon,2021-06-01,160.9324951171875,2021-06-03,159.35049438476562,122,-193.0,-0.0098,ES4 데드크로스,2
