month,return
2023-01,0.017654
2023-02,-0.015438
2023-03,-0.028339
2023-04,0.006945
2023-05,0.018822
2023-06,0.014403
2023-07,0.025906
2023-08,-0.018180
2023-09,-0.015360
2023-10,-0.033749
2023-11,0.006371
2023-12,0.027737
2024-01,-0.050219
2024-02,0.000000
2024-03,0.000000
2024-04,0.000000
2024-05,0.000000
2024-06,0.000000
2024-07,0.000000
2024-08,0.000000
2024-09,0.000000
2024-10,0.000000
2024-11,0.000000
2024-12,0.000000
