month,return
2023-01,0.043454
2023-02,-0.022791
2023-03,0.021512
2023-04,0.022333
2023-05,0.087612
2023-06,0.035879
2023-07,0.007749
2023-08,0.026873
2023-09,-0.031688
2023-10,-0.027990
2023-11,0.052890
2023-12,0.007691
2024-01,0.054990
2024-02,0.030196
2024-03,0.027933
2024-04,-0.030935
2024-05,0.043382
2024-06,0.047940
2024-07,0.023234
2024-08,0.033406
2024-09,0.015275
2024-10,-0.024776
2024-11,0.047501
2024-12,-0.004845
