month,return
2020-04,0.047810
2020-05,0.094016
2020-06,0.012890
2020-07,0.011852
2020-08,0.074390
2020-09,-0.026797
2020-10,-0.023094
2020-11,0.049503
2020-12,0.015330
2021-01,-0.029487
2021-02,0.025258
2021-03,-0.005506
2021-04,0.025737
2021-05,0.002457
2021-06,0.065421
2021-07,0.011796
2021-08,0.022799
2021-09,-0.026935
2021-10,0.023168
2021-11,0.012682
